,SPY
979,1.4069055209358794
980,1.403579396543364
981,1.4020209619604884
982,1.4137484558671076
983,1.4172353187916542
984,1.4171121601350478
985,1.4151142785783577
986,1.4139037364941487
987,1.4165800882176427
988,1.398956619667615
989,1.3973533246155512
990,1.3920500820393045
991,1.393667675482675
992,1.3922470730005898
993,1.3922345352909815
994,1.3922854642567017
995,1.3703775766964554
996,1.3626932215890974
997,1.3697931840158617
998,1.3815296301356739
999,1.3723569896103527
1000,1.373504348315464
1001,1.37222711303707
1002,1.3566354911961298
1003,1.3792628113230876
1004,1.3742481607243917
1005,1.3760576394463442
1006,1.3684318373327642
1007,1.3572702392832525
1008,1.3448971969557988
1009,1.4414597770257842
1010,1.4433969057029117
1011,1.4396117911894635
1012,1.4203834283478045
1013,1.4012885037266187
1014,1.4111599251771167
1015,1.4135109692085734
1016,1.4119035148735293
1017,1.4220454566464014
1018,1.4215705079607233
1019,1.4213482326829308
1020,1.4101749765870863
1021,1.408184466857847
1022,1.4233471918271334
1023,1.4338096701419545
1024,1.4365041238181675
1025,1.4341440656482973
1026,1.4336771681075788
1027,1.4360416508600338
1028,1.431289996120313
1029,1.406242018216517
1030,1.4162971758980802
1031,1.4182023347905215
1032,1.3737179443830883
1033,1.3784833463489576
1034,1.3712997206459931
1035,1.3913675779770074
1036,1.369906105106793
1037,1.3762597984884906
1038,1.3840072328150654
1039,1.3796675638525357
1040,1.3705973728303888
1041,1.3721844462327226
1042,1.3519839547723222
1043,1.3433267068910482
1044,1.3501171049199456
1045,1.331516488288571
1046,1.3251621561641969
1047,1.3240740710955379
1048,1.3215268422561621
1049,1.3188814161674145
1050,1.3199770036715108
1051,1.318231609676559
1052,1.2892114545354616
1053,1.253572033186856
1054,1.2558971041369205
1055,1.2377944275533537
1056,1.3558749596438702
1057,1.327567562080958
1058,1.3269405339713103
1059,1.3434776375390811
1060,1.3194718245165404
1061,1.3197139389001222
1062,1.3414916746216932
1063,1.34334054668102
1064,1.345788197153297
1065,1.3462223651083605
1066,1.320376136344521
1067,1.3418420192931535
1068,1.366466507805626
1069,1.3857967832507256
1070,1.3940563018320518
1071,1.3703534467333611
1072,1.3793612911592845
1073,1.360784752504287
1074,1.3651999294586403
1075,1.3781827824561788
1076,1.3795578963402022
1077,1.3845901007300654
1078,1.3877569484577634
1079,1.3812736814963955
1080,1.4022491295247619
1081,1.3667367088453375
1082,1.3918517020363197
1083,1.391489254268663
1084,1.3843111840321853
1085,1.3991154463644762
1086,1.4010360380632392
1087,1.4158454446135238
1088,1.4233509080861495
1089,1.4686526554066859
1090,1.482646131267984
1091,1.4939829058005216
1092,1.493553717988334
1093,1.4972612692520215
1094,1.5063394913784123
1095,1.5109538183799032
1096,1.5102418775074966
1097,1.51645638930745
1098,1.5109188451776845
1099,1.505469644502
1100,1.5057759636363244
1101,1.503853115128777
1102,1.505257937095621
1103,1.5040602733972719
1104,1.5041958524227539
1105,1.5016850573704232
1106,1.5000910559263048
1107,1.4904253592578698
1108,1.4924775261886225
1109,1.4891397966118802
1110,1.4932737013862152
1111,1.490843835368878
1112,1.4900206367440205
1113,1.4886980895005308
1114,1.4923592093020943
1115,1.4847370786276315
1116,1.477284414801261
1117,1.4913362660411167
1118,1.4833079028960583
1119,1.4820005917351864
1120,1.4861817684175094
1121,1.4818257349645592
1122,1.4951729028223326
1123,1.4815438529069525
1124,1.483088401206487
1125,1.4782314885053438
1126,1.4878616754015184
1127,1.4995306981825252
1128,1.5105067811180106
1129,1.5357935460076533
1130,1.5917517470404619
1131,1.587673453783509
1132,1.5836894577148541
1133,1.609686800519512
1134,1.6051858018806797
1135,1.6069498484318956
1136,1.5956857487424259
1137,1.6038481667021642
1138,1.60538985540029
1139,1.6073261190570065
1140,1.5933515513904695
1141,1.601409251396717
1142,1.6072893982516234
1143,1.626781266903663
1144,1.6344155323133691
1145,1.6478373017355352
1146,1.6566887815145037
1147,1.6665957420570976
1148,1.6773482324390443
1149,1.6725843291044384
1150,1.6753689856329856
1151,1.6708866657802446
1152,1.6704105132691893
1153,1.6752501121425212
1154,1.6757725103514076
1155,1.6776126257911983
1156,1.6804100324714
1157,1.672900794673069
1158,1.681133787157023
1159,1.674202961625042
1160,1.6668551174973345
1161,1.6736993218262342
1162,1.6692211985275662
1163,1.6669547410754149
1164,1.6701722852815237
1165,1.6701432941488292
1166,1.6708486191112115
1167,1.6695959679816497
1168,1.6615746005379606
1169,1.654625089994397
1170,1.649822171808637
1171,1.655701489336252
1172,1.6535763017407135
1173,1.6593103320735736
1174,1.6548687434885778
1175,1.6531758564985921
1176,1.6523614608865955
1177,1.6558135370098626
1178,1.6560010657701696
1179,1.6587303736571357
1180,1.666469249292959
1181,1.660726640023995
1182,1.6876036270161876
1183,1.6806988132623246
1184,1.6816623325746605
1185,1.6860705958367816
1186,1.675195700539689
1187,1.679323486133626
1188,1.6808136632869264
1189,1.691384118877295
1190,1.672339567006702
1191,1.6712842466642996
1192,1.6721843630773492
1193,1.6814075750005486
1194,1.685118523151914
1195,1.6855278515652117
1196,1.6864971363418135
1197,1.690221195661934
1198,1.6910201215193865
1199,1.6973914238872112
1200,1.6974532815436305
1201,1.6997817688286432
1202,1.6976290403351868
1203,1.701817737463216
1204,1.7015666605664137
1205,1.6977307167610434
1206,1.690684537539937
1207,1.6966565648465348
1208,1.694696131968385
1209,1.6905663278441807
1210,1.6968279392119712
1211,1.6981104712237993
1212,1.6932382966035675
1213,1.7000130875396735
1214,1.6980101592127994
1215,1.6943894140320026
1216,1.6946425890421324
1217,1.6965142289780033
1218,1.6874068905883632
1219,1.6977098278709946
1220,1.70680395330578
1221,1.6990334032118426
1222,1.6977622610818344
1223,1.695873357128903
1224,1.699137995097999
1225,1.702670606933907
1226,1.7029303085143965
1227,1.7178999365376058
1228,1.7160351101495053
1229,1.7110678175265548
1230,1.691219998978113
1231,1.6428870902643666
1232,1.6387598586800323
1233,1.6429135554369623
1234,1.6449784720441585
1235,1.6423654288735179
1236,1.647769561060386
1237,1.6536769430820186
1238,1.644844776666332
1239,1.6406970728928627
1240,1.6454873609757215
1241,1.6634938147046796
1242,1.660210768967545
1243,1.6590459810538505
1244,1.6489787848115611
1245,1.6451254489322764
1246,1.6449814531108586
1247,1.6417848812318425
1248,1.6360559593556445
1249,1.627662933284455
1250,1.631278416504074
1251,1.6376350109669602
1252,1.637474141042503
1253,1.6275449345141624
1254,1.620182789710043
1255,1.6283914435314273
1256,1.6258612639637704
1257,1.6267564288784797
1258,1.6359966017409988
1259,1.6423280499304838
1260,1.639622016522253
1261,1.5592753761677614
1262,1.5522458723728505
1263,1.5489763666448653
1264,1.5468147850117475
1265,1.5449177490188504
1266,1.538386541132013
1267,1.5318749561254208
1268,1.5277486769866755
1269,1.5417220630854445
1270,1.5476742165662927
1271,1.5450532252145877
1272,1.5447232690860346
1273,1.5459799372035832
1274,1.544893891044694
1275,1.5464633001795391
1276,1.550561786699518
1277,1.551860695534515
1278,1.5544055852217298
1279,1.5660756282284183
1280,1.5679893831304526
1281,1.568940222028914
1282,1.5675196694462556
1283,1.5638395887879142
1284,1.5688579331492747
1285,1.5808140799128978
1286,1.5803149171426867
1287,1.5702089297008115
1288,1.5715501488773498
1289,1.563593985973739
1290,1.5693240982420775
1291,1.572131646202024
1292,1.5649697539799945
1293,1.56921441361078
1294,1.564133554016962
1295,1.5541151415129661
1296,1.5594292598473203
1297,1.5654805398378357
1298,1.5249708725548317
1299,1.2999056674345866
1300,0.9994617630525227
1301,1.023478355178895
1302,0.9594224576665056
1303,1.0186124663221108
1304,1.0169328800805033
1305,1.0303376703257072
1306,1.1079766839941385
1307,1.1558761050707744
1308,1.1508699605099082
1309,1.1924257194016263
1310,1.267595284481331
1311,1.3008144277944211
1312,1.2777370595870252
1313,1.2689543575504558
1314,1.2726835275259418
1315,1.2918705601020974
1316,1.299670574700258
1317,1.3023765434252255
1318,1.345864705291433
1319,1.347368459342988
1320,1.3680511888458113
1321,1.3515753302715439
1322,1.34489134248156
1323,1.3456280553225497
1324,1.3658132646207832
1325,1.3609266367700457
1326,1.3919155705968933
1327,1.3782577116342054
1328,1.3899305514212301
1329,1.40925073491303
1330,1.4129653825341393
1331,1.4100933434554008
1332,1.4126653548112245
1333,1.4136127403719456
1334,1.4127457446545577
1335,1.4200437676629463
1336,1.4268578970916224
1337,1.43660327109842
1338,1.4197697669271747
1339,1.4177723267823694
1340,1.4179177423773126
1341,1.4179022552377774
1342,1.4333753778066693
1343,1.4351789642876156
1344,1.4391488246349127
1345,1.430121689305679
1346,1.4311915432256228
1347,1.4236916411084621
1348,1.4288502738293118
1349,1.4285640100058572
1350,1.4286684812066142
1351,1.4211791457535128
1352,1.4178975846891717
1353,1.4200875922654177
1354,1.4336191850736668
1355,1.4311569262861212
1356,1.4234026674432698
1357,1.445128567050915
1358,1.4605940726926292
1359,1.4596628875153783
1360,1.4571152640598939
1361,1.4649048322746694
1362,1.443131478944224
1363,1.4425131197856444
1364,1.4448360184144349
1365,1.4427572884926576
1366,1.4396143652390947
1367,1.4406689504392034
1368,1.421244057559079
1369,1.4225066076062376
1370,1.432259736003516
1371,1.4509114905115439
1372,1.471019426754765
1373,1.4778036752966273
1374,1.4878632345437381
1375,1.498182310891707
1376,1.4969820216663265
1377,1.5121449906644102
1378,1.5075707955440976
1379,1.5009693658214474
1380,1.4923948553030186
1381,1.5027801039866517
1382,1.5166073782995682
1383,1.5168034135933794
1384,1.5148933192801906
1385,1.5131654469666955
1386,1.5115862257459867
1387,1.511872812392312
1388,1.512290080351022
1389,1.5110019753808501
1390,1.5187859623404165
1391,1.531631921806138
1392,1.5219717381239661
1393,1.5342374128579195
1394,1.5439163853136506
1395,1.5546321366389293
1396,1.5565135003305386
1397,1.551692291592417
1398,1.5540091309583204
1399,1.5438285366042237
1400,1.5621924826348277
1401,1.6509266565492453
1402,1.6509671720120878
1403,1.5851718614510446
1404,1.5809964678544475
1405,1.5892432877956253
1406,1.5823203220168125
1407,1.6064406260227315
1408,1.600711156096395
1409,1.6133504149399869
1410,1.6070421848792193
1411,1.5984582957469229
1412,1.5882698552388774
1413,1.5899727813359732
1414,1.5975708856888104
1415,1.6022944629423819
1416,1.6042742389811337
1417,1.6077886145819775
1418,1.613573048047101
1419,1.6180855943719052
1420,1.6209962863433702
1421,1.6136247107863255
1422,1.6153277087926199
1423,1.6133423567532645
1424,1.610974140290864
1425,1.6273788795945165
1426,1.6253702537630943
1427,1.6210223893756392
1428,1.6242402882028273
1429,1.6314036869732718
1430,1.6400087293447996
1431,1.6350468764846937
1432,1.6365802246707517
1433,1.6385969810073675
1434,1.6384642004106809
1435,1.6450637115815425
1436,1.6380677868403382
1437,1.6343178120212087
1438,1.634888962558989
1439,1.638420181576521
1440,1.6398563260452192
1441,1.6357877916300367
1442,1.6283605169962811
1443,1.6302228993265544
1444,1.633062542779271
1445,1.6316412242520073
1446,1.6346895883805246
1447,1.6387706872035324
1448,1.6381983115286403
1449,1.6310169514065365
1450,1.6319666484548634
1451,1.6355516245414492
1452,1.6299163052542553
1453,1.6314469023166112
1454,1.6371558845605705
1455,1.6275766780984213
1456,1.6354166125609026
1457,1.6310321256958105
1458,1.6263726341719575
1459,1.6161554238203735
1460,1.6140229626432756
1461,1.6134880427000553
1462,1.614976613940371
1463,1.6109456304445757
1464,1.6111966808409761
1465,1.6097563284631633
1466,1.6144794408057805
1467,1.614380956820014
1468,1.6163614878962562
1469,1.6124057573244954
1470,1.6146832835045188
1471,1.6142371084185925
1472,1.6113195511923095
1473,1.6028293448368913
1474,1.6044829584973286
1475,1.6036875656629945
1476,1.598131926203905
1477,1.597569809163133
1478,1.594231771231307
1479,1.5947743571848605
1480,1.6047438900034194
1481,1.6052316175444048
1482,1.6049631596513336
1483,1.6138002077570945
1484,1.6246896857626325
1485,1.6287374203727722
1486,1.634948961190048
1487,1.6295162455855916
1488,1.6287109452048298
1489,1.6299679225733144
1490,1.620204397698899
1491,1.612818073120934
1492,1.602919389966928
1493,1.6059874033010146
1494,1.5966512643205988
1495,1.6194087029327875
1496,1.6152445770842405
1497,1.6121211319784834
1498,1.6157003006458126
1499,1.6622511173716248
1500,1.6644331872714702
1501,1.7086901254504028
1502,1.7148766892603362
1503,1.7191627852173497
1504,1.727446813821416
1505,1.713086827838879
1506,1.7289369322440962
1507,1.7289780120052
1508,1.7247028205758852
1509,1.734201699254072
1510,1.6798449211012212
1511,1.327841150940685
1512,1.3278725033126193
1513,1.362051095446759
1514,1.3895974928561827
1515,1.3756449132631587
1516,1.3424610395406944
1517,1.3590331758962293
1518,1.355788992067346
1519,1.3243601569331531
1520,1.3005362548767607
1521,1.2659809402714473
1522,1.2353182913159344
1523,1.2266624437359042
1524,1.2256953312123642
1525,1.201232339450371
1526,1.156991647611676
1527,1.1591420442061917
1528,1.1377236578744032
1529,1.141726183617493
1530,1.1178800722530013
1531,1.066666446737372
1532,1.0657967279814784
1533,1.0673098425161243
1534,1.0670305602309327
1535,1.0667085341049187
1536,1.0300914104470849
1537,1.045572549045346
1538,1.0455838247128213
1539,1.0052093446904564
1540,1.013331077009525
1541,1.011711078025428
1542,1.0077827206202983
1543,1.0066677514635103
1544,1.006871156954503
1545,1.0086057348064514
1546,1.0076871869807746
1547,1.0021412784305994
1548,1.000900625928125
1549,1.0006315307430214
1550,0.9890953893557253
1551,0.9875982237065273
1552,0.983313598839004
1553,0.9878569528189018
1554,0.9830248968103206
1555,0.9525859564598704
1556,0.9345735104045616
1557,0.8930001322357839
1558,0.8973447726418726
1559,0.8940351836474747
1560,0.8810932918788694
1561,0.8631921725725533
1562,0.8632819985302831
1563,0.8651525771335855
1564,0.9377399988954949
1565,0.9694548810682591
1566,1.0206034544091835
1567,1.0102769559250646
1568,1.0259422650585748
1569,1.048065312544395
1570,1.0484636524063262
1571,1.0488481677759864
1572,1.0431034556620489
1573,1.036084350961346
1574,1.0393973164161707
1575,1.0368719374821467
1576,1.029205500461785
1577,1.030695077378141
1578,1.0558068291186373
1579,1.0630358838886877
1580,1.044207469022922
1581,1.0279464510779235
1582,1.0293695195821329
1583,1.0050213033048294
1584,0.9964737047005201
1585,0.9722892310617226
1586,1.0146480396667812
1587,1.008430282244035
1588,1.0090225583655865
1589,1.0072194471365492
1590,0.9871881692708939
1591,0.9859907073212071
1592,0.9861567191126142
1593,0.986514345603382
1594,0.9841522016120052
1595,0.9860964443362263
1596,0.9906970655049463
1597,0.9888659155046753
1598,0.9890523232013493
1599,0.9932547797382085
1600,0.992375826837133
1601,1.0078956886434298
1602,0.9939469087441921
1603,0.9830621300318398
1604,0.9819126979493831
1605,1.0328434884024773
1606,1.034735651136316
1607,1.0285113231236664
1608,1.0227153033349623
1609,1.0257382531256098
1610,1.0234694139387557
1611,1.0047793624096357
1612,1.517822451213533
1613,1.5664430554318187
1614,1.4854186413242587
1615,1.4031490744662278
1616,1.3368555565386941
1617,1.3380321433317022
1618,1.3018383661221833
1619,1.31390102419914
1620,1.3102863577216795
1621,1.2324367201460973
1622,1.2442004047613864
1623,1.2190936917852468
1624,1.234581016700531
1625,1.2238960090360251
1626,1.295190059130391
1627,1.2948729002471282
1628,1.3029536301894495
1629,1.3038904021993858
1630,1.3023589915735556
1631,1.341178548929065
1632,1.3327732574646234
1633,1.3691854123192115
1634,1.364174846886499
1635,1.3653208704602093
1636,1.376520171630773
1637,1.3793866526896181
1638,1.3503298525404261
1639,1.350010680058631
1640,1.3870411717800835
1641,1.3702237838799647
1642,1.3818303721461689
1643,1.3966872693333698
1644,1.393431308503068
1645,1.3951527124493168
1646,1.3913684392207415
1647,1.4044221145411484
1648,1.3852647428404907
1649,1.385366827856842
1650,1.395503303043597
1651,1.3891031149103128
1652,1.4007661038669994
1653,1.4007246368089454
1654,1.3943541201012977
1655,1.3911405123747045
1656,1.3937690689760984
1657,1.3985805538106888
1658,1.4088208688201576
1659,1.4029349646318678
1660,1.4071487100079594
1661,1.4300629205297355
1662,1.433155685207339
1663,1.4321789069310853
1664,1.4245469623335794
1665,1.7773924783375605
1666,1.7668567038515448
1667,1.8696220626532067
1668,1.86428778391587
1669,1.8679898921561744
1670,1.8834042775836224
1671,1.8610888307046025
1672,1.8455586766424403
1673,1.8446318004669138
1674,1.874062269340584
1675,1.8724251988999185
1676,1.8769398596975861
1677,1.911906344663521
1678,1.9373910942761086
1679,2.00026448806625
1680,2.0451168705096734
1681,2.0441995998419316
1682,2.0356832495269828
1683,2.0340798291510964
1684,2.0343392237043645
1685,2.0361414987144144
1686,2.0670485872244626
1687,2.2093163328770515
1688,2.209501493124435
1689,2.197744661394836
1690,2.1977773954392887
1691,2.1955975079993095
1692,2.1786262273519696
1693,2.189616412243822
1694,2.1628456406563146
1695,2.165220258290219
1696,2.050484022560113
1697,2.0405660184735552
1698,2.0405373945675365
1699,2.0412387678118193
1700,2.0432787048446244
1701,1.9994596505591744
1702,2.0326268907876965
1703,2.042009765362991
1704,2.0546820876177208
1705,2.0542463317485726
1706,1.6621882647098118
1707,1.6755996530935136
1708,1.658542725284633
1709,1.6666705682166594
1710,1.660425458409236
1711,1.6651322883114972
1712,1.674639625199461
1713,1.6710075812954983
1714,1.6801168200152006
1715,1.6809611661949475
1716,1.6903893542587412
1717,1.691338974547989
1718,1.6979304613994373
1719,1.7164981010762403
1720,1.7027077283262315
1721,1.7085400182361354
1722,1.7024419996607776
1723,1.7016033290008181
1724,1.6970005807081634
1725,1.7058196753407628
1726,1.7158666017269297
1727,1.6761691307749516
1728,1.6740083437719022
1729,1.6820875968085147
1730,1.6815823304489186
1731,1.6839165617636809
1732,1.7032359503912176
1733,1.7175151683306922
1734,1.7219118336095107
1735,1.731088475745537
1736,1.4114821205964745
1737,1.400497516734731
1738,1.4049692227933974
1739,1.4100243127506928
1740,1.4100007216632093
1741,1.3763626614957047
1742,1.3773949995254497
1743,1.3616384560589267
1744,1.3446832217994142
1745,1.3349775037966083
1746,1.3571019472135504
1747,1.3565518184952907
1748,1.3436295915050778
1749,1.358479765934817
1750,1.3580296757561428
1751,1.3457395300599728
1752,1.3547038545937085
1753,1.3382208543760044
1754,1.3450495889981084
1755,1.3315417313776834
1756,1.3404151057727631
1757,1.3526692046650624
1758,1.3674940977682581
1759,1.3705716353513253
1760,1.3676763202909115
1761,1.3631643876453836
1762,1.3281511405659785
1763,1.3262585521476922
1764,1.3653443046598568
1765,1.395498560376609
1766,1.412619623546334
1767,1.4038675030235481
1768,1.4012163926406629
1769,1.40069497463287
1770,1.4211485385101241
1771,1.429579816816613
1772,1.4247510086613602
1773,1.4275818213911862
1774,1.4386025885971776
1775,1.4337192499203866
1776,1.4364446059255442
1777,1.4319244947012066
1778,1.4284049326158765
1779,1.4325972905965045
1780,1.433875216788465
1781,1.4387768205926932
1782,1.4306458470321104
1783,1.3700256892582274
1784,1.3449575880338216
1785,1.3485735883375582
1786,1.3412496459307022
1787,1.3318528854290435
1788,1.324005844852536
1789,1.3249285888480244
1790,1.3312386944983245
1791,1.3302266619086822
1792,1.312841196692034
1793,1.2937945589203537
1794,1.287298564949424
1795,1.2641132622218265
1796,1.2599184817838704
1797,1.267339677332302
1798,1.2692451733198595
1799,1.2641378103182888
1800,1.2477864465324728
1801,1.2494964610016268
1802,1.232680035610656
1803,1.267831404560411
1804,1.2807833433237192
1805,1.2807956074914273
1806,1.2746590128915614
1807,1.2755678297105533
1808,1.264327732427546
1809,1.2686457053280265
1810,1.273651629609276
1811,1.2728810669352697
1812,1.2988443918095527
1813,1.2824419641526674
1814,1.2559715701775076
1815,1.2371721084070941
1816,1.259113959571323
1817,1.2526026429316062
1818,1.2345171808431132
1819,1.2237497897228877
1820,1.2021973223738769
1821,1.192359150535367
1822,1.1895999764067255
1823,1.1901791086086178
1824,1.1924090591958247
1825,1.1930228853282188
1826,1.1998382342233072
1827,1.195788835456142
1828,1.1988559286908185
1829,1.1956592312833436
1830,1.1960222507616436
1831,1.1963593407074313
1832,1.1964749731976099
1833,1.188622074654404
1834,1.1914724920859499
1835,1.188445131095932
1836,1.1909411984163398
1837,1.2879999022823085
1838,1.2850643072681578
1839,1.2780039293863865
1840,1.2701198377010314
1841,1.2700544745086972
1842,1.2705298151615807
1843,1.2633414823233124
1844,1.262145718156944
1845,1.2665577583641152
1846,1.2841810807651655
1847,1.2571422709027047
1848,1.2816186396401008
1849,1.2776393636897865
1850,1.2899271660455724
1851,1.308583480862353
1852,1.3074515764685657
1853,1.3002477739121332
1854,1.2988468182663837
1855,1.2936389671119741
1856,1.2872947226344422
1857,1.282280363305972
1858,1.2572323209485603
1859,1.2467194422617922
1860,1.2092090881799322
1861,1.2068449069090548
1862,1.2154620244643866
1863,1.2445451052906265
1864,1.2754615204960373
1865,1.2468100762828271
1866,1.2086250215782002
1867,1.1753845888654268
1868,1.1806966094138716
1869,1.1812970732455597
1870,1.1844382500487427
1871,1.1785835310536186
1872,1.1589102993650613
1873,1.2043474983795477
1874,1.2122031757155582
1875,1.1862747524094175
1876,1.21135847462142
1877,1.2015937738226512
1878,1.202417229741286
1879,1.2179666850522608
1880,1.204500555205641
1881,1.203420465316185
1882,1.2001582779851105
1883,1.2257260312469498
1884,1.2278366538373575
1885,1.2471215095695243
1886,1.2661855532439859
1887,1.2631835387890078
1888,1.2583814549122962
1889,1.2618320778449288
1890,1.268225797488185
1891,1.257598206638022
1892,1.2577130524562108
1893,1.282268049602635
1894,1.29231628393768
1895,1.305532508744136
1896,1.4158825299853106
1897,1.4319549007961996
1898,1.3804388858318362
1899,1.374740065836022
1900,1.3876938767373304
1901,1.7986451529657188
1902,1.7820826451281846
1903,1.7818790766830261
1904,1.7712460030372768
1905,1.775242671325259
1906,1.7619470429292505
1907,1.7602232959973207
1908,1.754958499956274
1909,1.758221106209703
1910,1.769365188096117
1911,1.8074850843311197
1912,1.7836187647219504
1913,1.726639656341149
1914,1.7345527530903837
